,SVENY01,SVENY02,SVENY03,SVENY04,SVENY05,SVENY06,SVENY07,SVENY08,SVENY09,SVENY10,SVENY11,SVENY12,SVENY13,SVENY14,SVENY15,SVENY16,SVENY17,SVENY18,SVENY19,SVENY20,SVENY21,SVENY22,SVENY23,SVENY24,SVENY25,SVENY26,SVENY27,SVENY28,SVENY29,SVENY30,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2004-01-16,1.1864,1.697,2.2114,2.6557,3.0355,3.3638,3.6502,3.9015,4.1225,4.3169,4.4875,4.6369,4.7671,4.88,4.9772,5.0601,5.1302,5.1885,5.2362,5.2742,5.3035,5.3249,5.3391,5.3469,5.3488,5.3454,5.3373,5.325,5.3088,5.2893,1.345038,-0.11833744,-1.94233446,13.60185354,0.66167276,13.62078219
2004-01-15,1.1656,1.661,2.1604,2.596,2.9723,3.3001,3.5879,3.8417,4.0658,4.2635,4.4376,4.5905,4.7241,4.8403,4.9407,5.0266,5.0994,5.1603,5.2104,5.2506,5.2818,5.305,5.3208,5.3299,5.333,5.3307,5.3234,5.3118,5.2962,5.2771,1.18556742,-0.01052162,-1.69116492,14.04691635,0.65135404,13.78700336
2004-01-14,1.1429,1.6309,2.1326,2.5759,2.9612,3.2979,3.5938,3.8547,4.085,4.288,4.4665,4.6231,4.7596,4.8781,4.9801,5.0672,5.1408,5.2019,5.2519,5.2917,5.3223,5.3445,5.3591,5.3669,5.3685,5.3646,5.3556,5.3421,5.3246,5.3035,1.07762256,0.05832712,-1.60456563,14.52133649,0.67664012,13.64578769
2004-01-13,1.1143,1.6053,2.1251,2.5834,2.9798,3.3247,3.6268,3.8925,4.1265,4.3325,4.5135,4.6718,4.8098,4.9294,5.0322,5.1198,5.1937,5.255,5.3049,5.3446,5.3749,5.3967,5.411,5.4182,5.4193,5.4147,5.4052,5.391,5.3729,5.3511,1.10362276,0.13599996,-1.94418079,14.62743888,0.66704994,13.56818431
2004-01-12,1.1488,1.6605,2.1891,2.6495,3.0452,3.3884,3.6884,3.9519,4.1835,4.3871,4.5656,4.7216,4.8573,4.9745,5.0751,5.1607,5.2325,5.2919,5.34,5.3779,5.4066,5.4269,5.4397,5.4457,5.4455,5.4398,5.4292,5.4141,5.3951,5.3725,1.18586566,0.09316553,-2.01112646,14.4461481,0.64162057,13.44495008
2004-01-09,1.146,1.654,2.1853,2.6515,3.0515,3.3967,3.6971,3.9599,4.1903,4.3923,4.5692,4.7235,4.8577,4.9736,5.073,5.1576,5.2286,5.2874,5.3351,5.3727,5.4013,5.4217,5.4347,5.441,5.4413,5.4362,5.4262,5.4119,5.3937,5.3721,1.31559398,-0.12487229,-2.05973503,14.04329913,0.71907542,13.42801881
2004-01-08,1.2491,1.8307,2.3817,2.8479,3.2421,3.5802,3.8734,4.1292,4.3531,4.5491,4.7203,4.8695,4.9988,5.1103,5.2057,5.2866,5.3542,5.4099,5.4549,5.4901,5.5164,5.5349,5.5461,5.5509,5.5499,5.5437,5.5329,5.5178,5.4991,5.477,1.55545445,-0.4387161,-1.92042588,13.60831322,0.66638759,13.29098361
2004-01-07,1.2422,1.8195,2.3766,2.8465,3.2418,3.5795,3.8717,4.1263,4.349,4.5438,4.7141,4.8624,4.9912,5.1022,5.1973,5.2781,5.3458,5.4017,5.4469,5.4826,5.5095,5.5285,5.5405,5.5461,5.5459,5.5405,5.5306,5.5165,5.4987,5.4776,1.62158613,-0.3996599,-2.20543432,13.39005497,0.65821408,13.34427015
2004-01-06,1.2359,1.8237,2.3897,2.8661,3.2664,3.6077,3.9025,4.159,4.3828,4.5783,4.7487,4.8969,5.0251,5.1354,5.2295,5.3091,5.3755,5.43,5.4737,5.5078,5.5331,5.5505,5.5608,5.5648,5.563,5.556,5.5445,5.5288,5.5095,5.487,1.62544868,-0.41207687,-2.24498683,13.44556678,0.6574844,13.17576877
2004-01-05,1.3073,1.9405,2.5154,2.9918,3.3909,3.7315,4.0256,4.2813,4.5041,4.698,4.8665,5.0123,5.1377,5.2449,5.3357,5.4116,5.4742,5.5248,5.5645,5.5944,5.6156,5.6289,5.6351,5.6349,5.6291,5.6182,5.6028,5.5834,5.5605,5.5345,1.64085033,-0.47725724,-2.0267356,13.60592883,0.60740792,12.82827907
2004-01-02,1.3015,1.9255,2.4951,2.9681,3.3651,3.7044,3.9979,4.2535,4.4765,4.6711,4.8406,4.9876,5.1145,5.2232,5.3157,5.3934,5.4578,5.5103,5.5519,5.5837,5.6067,5.6219,5.6299,5.6315,5.6274,5.6181,5.6043,5.5865,5.565,5.5403,1.63075328,-0.45667163,-2.02652644,13.62197871,0.60908025,12.99482816
2003-12-31,1.2427,1.825,2.3796,2.8496,3.2465,3.5862,3.88,4.1359,4.3593,4.5544,4.7245,4.8724,5.0002,5.1101,5.2038,5.2829,5.3488,5.4028,5.446,5.4795,5.5042,5.5211,5.5308,5.5341,5.5316,5.5241,5.5119,5.4957,5.4758,5.4526,1.56995961,-0.46497223,-1.9485007,13.51505349,0.68171726,13.1336537
2003-12-30,1.2475,1.8332,2.3943,2.8683,3.2673,3.6078,3.9017,4.1571,4.3797,4.5737,4.7425,4.8889,5.0152,5.1235,5.2156,5.293,5.3572,5.4096,5.4512,5.4831,5.5063,5.5217,5.53,5.532,5.5283,5.5195,5.5062,5.4889,5.4681,5.444,1.6000428,-0.44046119,-2.08457769,13.41730412,0.67254625,12.99632158
2003-12-29,1.254,1.8245,2.372,2.8388,3.2338,3.5718,3.864,4.118,4.3396,4.5328,4.7009,4.8468,4.9727,5.0807,5.1726,5.2499,5.314,5.3664,5.408,5.44,5.4633,5.4788,5.4872,5.4894,5.4859,5.4773,5.4642,5.4471,5.4265,5.4026,1.5672985,-0.47402887,-1.8756867,13.37887349,0.7077406,13.01790169
2003-12-26,1.2212,1.7916,2.3322,2.788,3.1727,3.5022,3.7878,4.0369,4.2549,4.4457,4.6124,4.7576,4.8835,4.9921,5.0849,5.1635,5.2294,5.2836,5.3273,5.3615,5.3872,5.4051,5.4161,5.4207,5.4198,5.4137,5.4031,5.3885,5.3702,5.3488,1.53484583,-0.40448533,-1.9640879,13.23727546,0.65226451,13.28728721
2003-12-24,1.2302,1.8195,2.3695,2.8286,3.2138,3.5426,3.8269,4.0746,4.291,4.4803,4.6454,4.7892,4.9137,5.021,5.1126,5.1902,5.2551,5.3084,5.3514,5.3849,5.41,5.4274,5.438,5.4423,5.441,5.4348,5.424,5.4093,5.391,5.3696,1.61189578,-0.47270966,-2.06538596,13.06226958,0.638707,13.24068282
2003-12-23,1.3197,1.9309,2.4757,2.9264,3.3054,3.6303,3.912,4.1577,4.3724,4.5599,4.7233,4.8651,4.9875,5.0925,5.1817,5.2567,5.3188,5.3694,5.4094,5.4401,5.4622,5.4767,5.4842,5.4856,5.4814,5.4723,5.4587,5.4412,5.4202,5.3961,1.5902701,-0.44416604,-1.81775478,13.24133004,0.5828028,13.00256769
2003-12-22,1.2537,1.8336,2.3675,2.8147,3.1937,3.5206,3.8054,4.0548,4.2736,4.4654,4.6332,4.7793,4.906,5.0151,5.1083,5.1871,5.2529,5.3069,5.3503,5.384,5.4089,5.426,5.436,5.4396,5.4374,5.4301,5.4182,5.4022,5.3825,5.3596,1.42421791,-0.22214874,-1.8594217,13.62235454,0.57306886,13.240069
2003-12-19,1.2276,1.8111,2.3489,2.7982,3.1772,3.5027,3.7855,4.0329,4.2497,4.4398,4.6061,4.7512,4.8771,4.9858,5.0789,5.1579,5.2241,5.2788,5.3229,5.3576,5.3837,5.4021,5.4134,5.4185,5.4179,5.4122,5.402,5.3877,5.3697,5.3485,1.50624866,-0.37641609,-1.90875774,13.3034303,0.60718911,13.35558366
2003-12-18,1.2477,1.8293,2.3626,2.8076,3.1833,3.5063,3.7874,4.0334,4.2493,4.4386,4.6043,4.7489,4.8746,4.983,5.0759,5.1548,5.221,5.2756,5.3198,5.3545,5.3806,5.3991,5.4105,5.4157,5.4152,5.4096,5.3995,5.3853,5.3674,5.3463,1.50281784,-0.3444279,-1.88466847,13.29627277,0.5931155,13.37734748
2003-12-17,1.2411,1.8166,2.355,2.8078,3.1923,3.5243,3.8139,4.0678,4.2907,4.4861,4.6571,4.8062,4.9355,5.0469,5.1421,5.2227,5.29,5.3453,5.3897,5.4242,5.4499,5.4675,5.4779,5.4818,5.4798,5.4725,5.4605,5.4444,5.4244,5.4012,1.37824501,-0.1101723,-1.95787894,13.91440347,0.56570638,13.26644257
2003-12-16,1.2382,1.8238,2.3712,2.832,3.2233,3.5612,3.8557,4.1137,4.34,4.5384,4.7117,4.8627,4.9935,5.1061,5.2021,5.2833,5.3509,5.4063,5.4507,5.485,5.5103,5.5275,5.5373,5.5405,5.5377,5.5297,5.5168,5.4997,5.4789,5.4546,1.37290739,-0.13743415,-1.94023696,14.13240411,0.57251998,13.19769697
2003-12-15,1.2787,1.8723,2.4222,2.8849,3.2762,3.6122,3.9039,4.1586,4.3815,4.5766,4.747,4.8952,5.0237,5.1342,5.2286,5.3083,5.3749,5.4295,5.4733,5.5074,5.5326,5.5499,5.5601,5.5637,5.5616,5.5543,5.5424,5.5263,5.5065,5.4835,1.54453208,-0.43896003,-1.80909205,13.67013864,0.6406568,13.20472059
2003-12-12,1.2584,1.8459,2.3948,2.8563,3.2467,3.5825,3.8746,4.1303,4.3546,4.5514,4.7237,4.8741,5.0048,5.1177,5.2145,5.2967,5.3657,5.4227,5.4689,5.5053,5.5329,5.5523,5.5646,5.5703,5.5701,5.5647,5.5545,5.5401,5.5219,5.5003,1.51396057,-0.3373348,-1.94486087,13.78873301,0.61586263,13.40601746
2003-12-11,1.2316,1.8268,2.3819,2.8475,3.2411,3.5796,3.8743,4.1324,4.359,4.558,4.7325,4.8849,5.0176,5.1323,5.2308,5.3147,5.3852,5.4437,5.4913,5.5289,5.5576,5.5782,5.5915,5.5981,5.5988,5.5941,5.5846,5.5708,5.5531,5.532,1.50006882,-0.32589242,-2.01753622,13.93066631,0.60571213,13.49007225
2003-12-10,1.3168,1.9243,2.4737,2.9311,3.3168,3.6482,3.9363,4.1884,4.4094,4.6032,4.7728,4.9207,5.0492,5.16,5.2549,5.3354,5.4029,5.4586,5.5035,5.5388,5.5654,5.584,5.5955,5.6006,5.5999,5.5939,5.5834,5.5686,5.5502,5.5285,1.60115639,-0.44543485,-1.85342809,13.59429622,0.59993201,13.35140346
2003-12-09,1.3398,1.9605,2.5105,2.9645,3.3469,3.6758,3.962,4.2125,4.4322,4.6248,4.7934,4.9403,5.0678,5.1777,5.2717,5.3514,5.4181,5.4729,5.5171,5.5516,5.5774,5.5953,5.6061,5.6105,5.6092,5.6026,5.5915,5.5762,5.5572,5.5349,1.60681258,-0.39884176,-1.90199978,13.59565017,0.55818347,13.30241743
2003-12-08,1.3307,1.9266,2.469,2.9226,3.306,3.636,3.9231,4.1746,4.3951,4.5886,4.758,4.9059,5.0342,5.1451,5.24,5.3206,5.3882,5.444,5.4891,5.5245,5.5512,5.57,5.5816,5.5868,5.5863,5.5805,5.57,5.5554,5.5371,5.5155,1.58278315,-0.41212964,-1.7954548,13.60370942,0.60504589,13.37323495
2003-12-05,1.2744,1.875,2.4222,2.8753,3.2568,3.5845,3.8696,4.1191,4.3381,4.5301,4.6983,4.845,4.9725,5.0825,5.1768,5.2569,5.3241,5.3795,5.4244,5.4596,5.4862,5.505,5.5167,5.5219,5.5215,5.5159,5.5056,5.4913,5.4732,5.4519,1.55200247,-0.28346778,-2.09299878,13.48982091,0.56318788,13.38283033
2003-12-04,1.4035,2.0506,2.6035,3.0557,3.4347,3.7593,4.0408,4.2864,4.5012,4.689,4.8528,4.995,5.1181,5.2237,5.3137,5.3895,5.4525,5.504,5.545,5.5765,5.5996,5.615,5.6234,5.6257,5.6225,5.6142,5.6015,5.5848,5.5646,5.5413,1.73752299,-0.65231938,-1.69568059,13.21921197,0.571982,13.08739957
2003-12-03,1.4346,2.0875,2.6409,3.0938,3.4732,3.7978,4.0789,4.324,4.5379,4.7246,4.8872,5.0282,5.1498,5.2541,5.3426,5.417,5.4786,5.5286,5.5682,5.5984,5.6202,5.6343,5.6416,5.6427,5.6383,5.629,5.6153,5.5976,5.5766,5.5524,1.77597227,-0.74841229,-1.54990607,13.1520497,0.59176509,12.96962916
2003-12-02,1.427,2.0665,2.6154,3.0674,3.4468,3.7713,4.0524,4.2972,4.5108,4.6973,4.8596,5.0003,5.1217,5.2257,5.3141,5.3883,5.4497,5.4996,5.539,5.5692,5.5908,5.6049,5.6121,5.6132,5.6088,5.5995,5.5858,5.5682,5.5472,5.5231,1.76088261,-0.74988253,-1.48648553,13.10804589,0.62125151,12.96136787
2003-12-01,1.4562,2.1041,2.6517,3.0996,3.4751,3.7966,4.0751,4.3179,4.5299,4.715,4.8762,5.0161,5.1367,5.24,5.3278,5.4016,5.4626,5.5122,5.5514,5.5813,5.6028,5.6168,5.6239,5.625,5.6206,5.6113,5.5976,5.5801,5.5591,5.5351,1.78362474,-0.73526133,-1.52038699,13.06172001,0.58579329,12.96873043
2003-11-28,1.4354,2.0537,2.5786,3.0151,3.3866,3.7084,3.9898,4.2368,4.4538,4.6442,4.8108,4.956,5.0818,5.1902,5.2827,5.3609,5.426,5.4794,5.5222,5.5553,5.5796,5.5961,5.6056,5.6086,5.6059,5.5981,5.5856,5.569,5.5488,5.5254,1.56455528,-0.55178779,-1.22256472,13.69043123,0.55843441,13.22067139
2003-11-26,1.3495,1.9513,2.4751,2.913,3.2866,3.6108,3.8948,4.1444,4.3639,4.5568,4.7258,4.8733,5.0013,5.1117,5.2061,5.2861,5.3529,5.4079,5.4521,5.4865,5.512,5.5297,5.5401,5.544,5.5421,5.5349,5.5231,5.507,5.4873,5.4642,1.43964406,-0.37429324,-1.39224681,13.88755865,0.54369768,13.30846437
2003-11-25,1.3008,1.8718,2.3927,2.8328,3.2095,3.5368,3.8238,4.0763,4.2988,4.4944,4.6661,4.8162,4.9467,5.0595,5.1563,5.2385,5.3074,5.3643,5.4104,5.4465,5.4738,5.4929,5.5048,5.51,5.5093,5.5033,5.4925,5.4774,5.4585,5.4362,1.35434977,-0.17451038,-1.57734428,14.06173992,0.55756668,13.43004314
2003-11-24,1.3341,1.9201,2.4368,2.8719,3.2461,3.5729,3.8603,4.1138,4.3373,4.5339,4.7065,4.8572,4.9882,5.1013,5.1981,5.2801,5.3488,5.4052,5.4506,5.4861,5.5124,5.5306,5.5414,5.5456,5.5437,5.5365,5.5244,5.508,5.4877,5.464,1.30137497,-0.08355815,-1.49300766,14.32914809,0.48686005,13.35455244
2003-11-21,1.2632,1.8324,2.3483,2.7843,3.1597,3.4877,3.7765,4.0315,4.2565,4.4549,4.6292,4.7817,4.9145,5.0294,5.1281,5.2119,5.2823,5.3405,5.3876,5.4247,5.4526,5.4723,5.4846,5.4901,5.4895,5.4835,5.4726,5.4573,5.4381,5.4153,1.21822087,0.08998975,-1.69678939,14.42366624,0.48457643,13.47982069
2003-11-20,1.2586,1.8224,2.3375,2.7764,3.1557,3.4878,3.7805,4.0388,4.2669,4.4678,4.6442,4.7985,4.9327,5.0486,5.148,5.2323,5.3029,5.3611,5.4081,5.4448,5.4722,5.4913,5.5029,5.5075,5.5061,5.4991,5.4872,5.4708,5.4505,5.4266,1.15645225,0.06621729,-1.50663538,14.680782,0.50022063,13.40727653
2003-11-19,1.3153,1.8929,2.41,2.849,3.2282,3.5601,3.8524,4.1103,4.3377,4.5378,4.7133,4.8665,4.9996,5.1143,5.2125,5.2955,5.3648,5.4217,5.4673,5.5027,5.5289,5.5467,5.557,5.5605,5.5579,5.5497,5.5367,5.5193,5.4979,5.4731,1.2139284,-0.00031635,-1.42718908,14.66244638,0.48803634,13.30097814
2003-11-18,1.2515,1.807,2.3214,2.7625,3.1452,3.4809,3.7768,4.0379,4.268,4.4703,4.6475,4.802,4.9359,5.0511,5.1493,5.2321,5.301,5.3572,5.4019,5.4363,5.4612,5.4777,5.4865,5.4885,5.4843,5.4745,5.4598,5.4407,5.4176,5.3911,1.0563513,0.25564794,-1.52515161,14.93739331,0.47523136,13.17758529
2003-11-17,1.2346,1.784,2.3102,2.7637,3.1554,3.497,3.7967,4.0601,4.2917,4.4947,4.6722,4.8266,4.9602,5.0749,5.1724,5.2545,5.3225,5.3778,5.4216,5.455,5.479,5.4946,5.5025,5.5037,5.4986,5.4881,5.4727,5.4528,5.4292,5.402,1.10860343,0.10685447,-1.55370075,14.84438614,0.56244694,13.07022612
2003-11-14,1.26,1.8269,2.3614,2.8173,3.2079,3.5468,3.843,4.1028,4.3308,4.5305,4.7049,4.8566,4.9878,5.1005,5.1964,5.2771,5.3441,5.3986,5.4419,5.475,5.499,5.5147,5.5229,5.5245,5.5201,5.5103,5.4957,5.4768,5.4541,5.4281,1.26265057,-0.07277803,-1.6497144,14.42430551,0.582744,13.07910456
2003-11-13,1.3038,1.9046,2.45,2.9098,3.301,3.6384,3.9323,4.1891,4.4139,4.6102,4.7813,4.9298,5.0578,5.1674,5.2604,5.3384,5.4029,5.4551,5.4962,5.5274,5.5495,5.5636,5.5704,5.5707,5.5652,5.5544,5.5389,5.5194,5.4961,5.4696,1.41750952,-0.34196499,-1.55764658,14.08347913,0.60319761,12.93784132
2003-11-12,1.3862,2.0446,2.6066,3.0684,3.4572,3.7914,4.0816,4.3349,4.5562,4.7494,4.9174,5.063,5.1884,5.2956,5.3864,5.4624,5.525,5.5756,5.6153,5.6451,5.6661,5.6792,5.6852,5.6847,5.6785,5.6672,5.6514,5.6316,5.6081,5.5815,1.61268319,-0.52559985,-1.66510367,13.8196751,0.54241771,12.86004407
2003-11-10,1.4064,2.0812,2.6529,3.1178,3.5076,3.8421,4.1325,4.3861,4.6078,4.8014,4.97,5.1163,5.2425,5.3506,5.4423,5.5193,5.583,5.6346,5.6753,5.7063,5.7284,5.7426,5.7496,5.7503,5.7451,5.7349,5.7201,5.7012,5.6787,5.653,1.68922053,-0.43972384,-2.00649309,13.7872673,0.50684065,12.95030176
2003-11-07,1.3944,2.0585,2.6304,3.0977,3.4898,3.826,4.1176,4.3721,4.5944,4.7885,4.9574,5.1039,5.2302,5.3383,5.43,5.5069,5.5704,5.6219,5.6624,5.6932,5.7151,5.729,5.7358,5.7362,5.7309,5.7204,5.7053,5.6862,5.6635,5.6376,1.67425703,-0.44988851,-1.96093466,13.79664199,0.53040005,12.92144607
2003-11-06,1.375,2.0119,2.5793,3.0511,3.4486,3.7893,4.0848,4.3425,4.5676,4.7642,4.9355,5.0841,5.2125,5.3226,5.4161,5.4948,5.56,5.6131,5.6552,5.6874,5.7107,5.726,5.734,5.7356,5.7313,5.7219,5.7078,5.6896,5.6677,5.6426,1.66033466,-0.56031632,-1.73028669,13.85716664,0.61564701,13.00896073
2003-11-05,1.3277,1.942,2.4999,2.9667,3.3625,3.7037,4.0007,4.2602,4.4873,4.6857,4.8585,5.0084,5.1376,5.2483,5.3421,5.4208,5.4858,5.5384,5.5798,5.6111,5.6334,5.6474,5.6542,5.6543,5.6485,5.6375,5.6218,5.6018,5.5782,5.5513,1.45727516,-0.23847649,-1.81275512,14.23209962,0.56335776,12.92474887
2003-11-04,1.2826,1.8656,2.4229,2.8965,3.2992,3.646,3.9473,4.2101,4.4396,4.6397,4.8137,4.9643,5.0939,5.2046,5.2982,5.3764,5.4407,5.4925,5.533,5.5633,5.5844,5.5974,5.6029,5.6018,5.5948,5.5825,5.5656,5.5444,5.5196,5.4915,1.37995252,-0.12949035,-1.89902855,14.33083146,0.60934797,12.80531397
2003-11-03,1.3046,1.9055,2.4721,2.9538,3.362,3.7119,4.0144,4.2772,4.5058,4.7046,4.877,5.0258,5.1535,5.2623,5.354,5.4304,5.493,5.5431,5.5821,5.6109,5.6308,5.6425,5.647,5.6449,5.6371,5.6241,5.6065,5.5849,5.5596,5.5313,1.51867883,-0.42475754,-1.76060842,14.05152404,0.68219802,12.67352131
2003-10-31,1.275,1.8494,2.4032,2.879,3.2854,3.6356,3.9397,4.205,4.4366,4.6386,4.8142,4.9663,5.0973,5.2091,5.3039,5.3831,5.4484,5.501,5.5423,5.5733,5.5952,5.6087,5.6148,5.6142,5.6077,5.5958,5.5792,5.5584,5.5339,5.5061,1.37728516,-0.24774383,-1.71733064,14.39192919,0.67198048,12.83782563
2003-10-30,1.2835,1.8669,2.4263,2.9043,3.312,3.6637,3.9698,4.2373,4.4713,4.6758,4.8541,5.0088,5.1423,5.2567,5.3539,5.4356,5.5031,5.558,5.6013,5.6343,5.658,5.6732,5.6809,5.6818,5.6767,5.6661,5.6506,5.6308,5.6073,5.5803,1.38082174,-0.1800734,-1.8239613,14.59447442,0.63146488,12.97958316
2003-10-29,1.2483,1.7978,2.3432,2.8175,3.2273,3.584,3.8963,4.1703,4.4106,4.6209,4.8044,4.9637,5.1012,5.2189,5.3187,5.4024,5.4715,5.5274,5.5714,5.6046,5.628,5.6428,5.6496,5.6494,5.6429,5.6307,5.6135,5.5919,5.5662,5.5371,1.11101283,0.15909465,-1.69027604,15.34326615,0.60169163,12.94532411
2003-10-28,1.2078,1.728,2.261,2.7304,3.1383,3.4946,3.8073,4.0822,4.3238,4.5358,4.7212,4.8825,5.0221,5.1421,5.2443,5.3303,5.4017,5.4599,5.5061,5.5415,5.5671,5.5838,5.5927,5.5944,5.5897,5.5792,5.5636,5.5435,5.5193,5.4914,1.02026188,0.2408547,-1.66012004,15.45397668,0.62493183,13.10953726
2003-10-27,1.2865,1.8282,2.3626,2.8286,3.232,3.5836,3.8917,4.1622,4.3996,4.6075,4.7889,4.9465,5.0826,5.1993,5.2983,5.3814,5.4501,5.5058,5.5497,5.5829,5.6065,5.6215,5.6287,5.6289,5.6228,5.6112,5.5946,5.5735,5.5485,5.52,1.13999674,0.09785995,-1.53800469,15.17174516,0.61789505,12.98276196
2003-10-24,1.2267,1.7551,2.2881,2.7565,3.1628,3.517,3.8274,4.0999,4.3391,4.5487,4.7318,4.891,5.0286,5.1468,5.2473,5.3318,5.4018,5.4587,5.5038,5.5382,5.563,5.579,5.5873,5.5884,5.5833,5.5725,5.5567,5.5364,5.5121,5.4842,1.08560354,0.10553686,-1.57967629,15.22631026,0.65063469,13.05434173
2003-10-23,1.2789,1.8468,2.3906,2.863,3.2718,3.628,3.94,4.2137,4.4537,4.6637,4.8467,5.0055,5.1424,5.2595,5.3587,5.4417,5.5101,5.5653,5.6085,5.6409,5.6636,5.6775,5.6836,5.6827,5.6754,5.6625,5.6446,5.6222,5.5959,5.5661,1.13383229,-0.02693007,-1.37326122,15.37329935,0.6232357,12.89034383
2003-10-22,1.2604,1.813,2.3548,2.8275,3.2347,3.5873,3.8946,4.1634,4.3988,4.6049,4.7848,4.9412,5.0765,5.1928,5.2919,5.3754,5.4449,5.5017,5.547,5.5819,5.6074,5.6245,5.6339,5.6366,5.6331,5.6241,5.6102,5.5919,5.5698,5.5441,1.33415873,-0.26721827,-1.57577856,14.60733557,0.73043404,13.1200261
2003-10-21,1.2988,1.8876,2.444,2.9214,3.3305,3.6845,3.993,4.2628,4.4988,4.7051,4.8847,5.0405,5.1748,5.2897,5.3871,5.4688,5.5361,5.5906,5.6334,5.6657,5.6885,5.7029,5.7096,5.7094,5.7031,5.6914,5.6747,5.6537,5.6288,5.6006,1.33210069,-0.2352296,-1.55314903,14.83764957,0.64786401,12.90616775
2003-10-20,1.2955,1.8951,2.4597,2.9409,3.352,3.7074,4.017,4.2876,4.5242,4.7307,4.9104,5.0661,5.2001,5.3146,5.4114,5.4923,5.5589,5.6125,5.6543,5.6857,5.7075,5.7208,5.7264,5.7252,5.7178,5.705,5.6873,5.6652,5.6394,5.6101,1.32312705,-0.14832239,-1.70491301,14.91835294,0.60453244,12.82247992
2003-10-17,1.2852,1.8945,2.4627,2.9452,3.3571,3.7134,4.0241,4.2959,4.5338,4.7417,4.9229,5.08,5.2155,5.3315,5.4298,5.5122,5.5801,5.6351,5.6783,5.7108,5.7339,5.7483,5.755,5.7548,5.7484,5.7365,5.7196,5.6983,5.6732,5.6446,1.32527868,-0.15995549,-1.7279856,15.0061981,0.58954102,12.91124991
2003-10-16,1.3334,1.962,2.5265,3.0059,3.4175,3.7751,4.0875,4.361,4.6002,4.809,4.9906,5.1475,5.2824,5.3972,5.4941,5.5746,5.6404,5.693,5.7336,5.7634,5.7835,5.795,5.7986,5.7952,5.7857,5.7705,5.7505,5.726,5.6977,5.6661,1.25438849,-0.20652424,-1.33567768,15.35361291,0.55958325,12.69497202
2003-10-15,1.2268,1.8002,2.3745,2.8768,3.3095,3.684,4.0101,4.2948,4.5436,4.7606,4.9494,5.1129,5.2536,5.3737,5.4754,5.5604,5.6303,5.6866,5.7306,5.7636,5.7867,5.8008,5.8069,5.8058,5.7982,5.785,5.7666,5.7437,5.7168,5.6864,1.21378567,-0.08711627,-1.76820097,15.57952306,0.69706184,12.81871839
2003-10-14,1.2029,1.7319,2.2976,2.8043,3.2437,3.6243,3.9553,4.2439,4.4957,4.7153,4.9062,5.0715,5.2139,5.3356,5.4386,5.5249,5.596,5.6534,5.6985,5.7325,5.7566,5.7716,5.7786,5.7784,5.7717,5.7593,5.7417,5.7195,5.6933,5.6636,1.20833973,-0.02428533,-1.9765134,15.54122103,0.77707942,12.85058806
2003-10-10,1.1656,1.6693,2.2288,2.7296,3.1628,3.5377,3.8637,4.1484,4.3973,4.6147,4.8043,4.9688,5.111,5.233,5.3368,5.4241,5.4966,5.5557,5.6026,5.6386,5.6648,5.682,5.6913,5.6934,5.6891,5.679,5.6638,5.644,5.6201,5.5927,1.18821766,0.13437026,-2.25653803,15.31847413,0.73505337,13.0408265
2003-10-09,1.1619,1.6857,2.2509,2.7561,3.1938,3.573,3.9029,4.1908,4.4423,4.6617,4.8525,5.0179,5.1603,5.2822,5.3854,5.4719,5.5432,5.6009,5.6462,5.6805,5.7047,5.72,5.7272,5.7271,5.7206,5.7083,5.6908,5.6688,5.6427,5.613,1.14026528,0.06940408,-2.04571672,15.58529235,0.74609129,12.87759189
2003-10-08,1.1524,1.6507,2.2086,2.7118,3.1483,3.5261,3.8544,4.1408,4.3909,4.6092,4.7994,4.9644,5.1069,5.2291,5.333,5.4204,5.4929,5.5519,5.5988,5.6348,5.6609,5.6781,5.6873,5.6893,5.6849,5.6747,5.6594,5.6396,5.6156,5.5882,1.19910029,0.06665986,-2.2415601,15.28642651,0.77543247,13.01452649
2003-10-07,1.1593,1.6686,2.2313,2.7342,3.168,3.542,3.866,4.1481,4.3939,4.6082,4.7945,4.9559,5.095,5.2141,5.3151,5.3999,5.47,5.5269,5.5719,5.6061,5.6307,5.6465,5.6546,5.6556,5.6504,5.6396,5.6238,5.6035,5.5794,5.5517,1.2742308,0.00093646,-2.31089916,14.93537304,0.76330866,12.91708612
2003-10-06,1.1241,1.6013,2.1483,2.6438,3.0735,3.4448,3.7669,4.0474,4.2921,4.5055,4.6912,4.8523,4.9912,5.1103,5.2115,5.2966,5.3672,5.4246,5.4702,5.5051,5.5305,5.5471,5.556,5.5579,5.5536,5.5437,5.5288,5.5094,5.4861,5.4594,1.20986291,0.0720202,-2.34442111,14.82557606,0.78857316,12.98602031
2003-10-03,1.1541,1.6633,2.216,2.7081,3.1327,3.4997,3.8187,4.097,4.3401,4.5525,4.7376,4.8983,5.037,5.1561,5.2573,5.3425,5.4132,5.4708,5.5166,5.5517,5.5772,5.594,5.603,5.6051,5.6008,5.591,5.5761,5.5568,5.5335,5.5068,1.21847073,0.02939705,-2.15699612,14.92302389,0.73937266,13.03103344
