,SVENY01,SVENY02,SVENY03,SVENY04,SVENY05,SVENY06,SVENY07,SVENY08,SVENY09,SVENY10,SVENY11,SVENY12,SVENY13,SVENY14,SVENY15,SVENY16,SVENY17,SVENY18,SVENY19,SVENY20,SVENY21,SVENY22,SVENY23,SVENY24,SVENY25,SVENY26,SVENY27,SVENY28,SVENY29,SVENY30,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
1987-06-23,6.8357,7.2859,7.5443,7.7249,7.8695,7.9923,8.0986,8.1906,8.2699,8.3382,8.397,8.4476,8.4915,8.5296,8.563,8.5924,8.6184,8.6416,8.6624,8.6811,8.698,8.7134,8.7275,8.7404,8.7523,8.7632,8.7734,8.7828,8.7916,8.7997,9.03709601,-3.13957342,-619.3765836,619.018271,1.48736264,1.48426417
1987-06-22,6.8309,7.2736,7.5229,7.7055,7.8574,7.9875,8.0987,8.193,8.2724,8.3394,8.396,8.4441,8.4853,8.5208,8.5518,8.5789,8.6029,8.6243,8.6433,8.6605,8.6761,8.6902,8.7031,8.715,8.7259,8.7359,8.7452,8.7539,8.7619,8.7694,8.987225,-3.19364363,-619.4370193,618.9575769,1.28097235,1.2780179
1987-06-19,6.8602,7.3135,7.5661,7.7566,7.9164,8.0515,8.1644,8.2579,8.3351,8.3992,8.4526,8.4977,8.5361,8.5691,8.5978,8.6229,8.645,8.6647,8.6824,8.6982,8.7126,8.7257,8.7376,8.7485,8.7586,8.7678,8.7764,8.7844,8.7918,8.7988,8.99977301,-3.31564309,-619.4185392,618.9760232,1.13784525,1.13501101
1987-06-18,6.8637,7.3158,7.5616,7.7427,7.8946,8.0248,8.1353,8.2281,8.3056,8.3704,8.4249,8.471,8.5103,8.5442,8.5737,8.5995,8.6223,8.6426,8.6607,8.6771,8.6919,8.7053,8.7176,8.7288,8.7392,8.7487,8.7575,8.7658,8.7734,8.7805,8.98745779,-3.27287104,-619.3716709,619.0230793,1.20168655,1.1986888
1987-06-17,6.8706,7.3111,7.5439,7.7153,7.8611,7.9879,8.0969,8.1893,8.267,8.3322,8.3871,8.4337,8.4735,8.5079,8.5377,8.5639,8.587,8.6076,8.6259,8.6425,8.6575,8.6711,8.6835,8.6949,8.7054,8.7151,8.7241,8.7324,8.7401,8.7474,8.9571108,-3.23886596,-619.3458412,619.0490103,1.21772793,1.21451861
1987-06-16,6.9049,7.3582,7.5977,7.7701,7.914,8.0379,8.1438,8.2334,8.3086,8.3718,8.425,8.4702,8.5088,8.5421,8.571,8.5964,8.6188,8.6387,8.6565,8.6726,8.6871,8.7003,8.7124,8.7234,8.7336,8.743,8.7517,8.7598,8.7673,8.7743,8.97766842,-3.23041531,-619.2978294,619.0972302,1.22657598,1.22351812
1987-06-15,6.9143,7.3608,7.5972,7.773,7.9214,8.0482,8.1551,8.2441,8.318,8.3793,8.4306,8.4739,8.5108,8.5425,8.5701,8.5942,8.6155,8.6345,8.6514,8.6667,8.6805,8.693,8.7045,8.715,8.7246,8.7336,8.7418,8.7495,8.7566,8.7633,8.95653982,-3.25836678,-619.3101929,619.0847905,1.14070495,1.1377592
1987-06-12,6.9639,7.4032,7.6249,7.7961,7.9461,8.0765,8.1868,8.2785,8.3543,8.4171,8.4694,8.5135,8.5511,8.5833,8.6113,8.6358,8.6575,8.6767,8.6939,8.7094,8.7234,8.7362,8.7478,8.7585,8.7683,8.7773,8.7857,8.7935,8.8008,8.8075,9.00378358,-3.39734136,-619.2554637,619.1397247,1.08799735,1.08466194
1987-06-11,7.0634,7.5587,7.8175,8.0058,8.1613,8.2918,8.4001,8.4893,8.5628,8.6234,8.674,8.7165,8.7527,8.7839,8.8109,8.8345,8.8554,8.8739,8.8905,8.9055,8.919,8.9313,8.9425,8.9528,8.9623,8.971,8.9791,8.9866,8.9936,9.0002,9.18946242,-3.49047455,-619.2244269,619.1708627,1.10146924,1.09860135
1987-06-10,7.0784,7.5762,7.8443,8.0387,8.1962,8.3261,8.4325,8.5194,8.5905,8.649,8.6976,8.7385,8.7733,8.8031,8.829,8.8517,8.8717,8.8895,8.9055,8.9198,8.9328,8.9446,8.9553,8.9652,8.9743,8.9827,8.9904,8.9976,9.0043,9.0106,9.19215892,-3.43384361,-619.261004,619.1341604,1.08530661,1.08275019
1987-06-09,7.1211,7.6104,7.8653,8.0499,8.2017,8.3285,8.4334,8.5196,8.5904,8.6488,8.6975,8.7384,8.7732,8.8031,8.829,8.8518,8.8718,8.8896,8.9056,8.92,8.933,8.9448,8.9555,8.9654,8.9745,8.9829,8.9907,8.9979,9.0046,9.0109,9.19281738,-3.42557748,-619.2037427,619.1916247,1.09145008,1.08869637
1987-06-08,7.1175,7.6074,7.8529,8.0285,8.1748,8.2993,8.4042,8.4915,8.5639,8.6241,8.6743,8.7168,8.7529,8.784,8.811,8.8346,8.8555,8.874,8.8906,8.9055,8.9191,8.9314,8.9426,8.9529,8.9623,8.9711,8.9791,8.9867,8.9936,9.0002,9.1894386,-3.4500848,-619.1466328,619.2489447,1.12994351,1.12688317
1987-06-05,7.1082,7.5767,7.8129,7.9882,8.1385,8.2687,8.3794,8.4719,8.5488,8.6129,8.6664,8.7116,8.7502,8.7833,8.8121,8.8373,8.8595,8.8793,8.897,8.913,8.9274,8.9405,8.9524,8.9634,8.9735,8.9828,8.9915,8.9995,9.0069,9.0139,9.21572618,-3.46361709,-619.2304888,619.1647336,1.13157893,1.12824926
1987-06-04,7.1755,7.6641,7.9061,8.0797,8.226,8.3521,8.4593,8.5491,8.624,8.6864,8.7387,8.7829,8.8205,8.8529,8.8811,8.9058,8.9275,8.9469,8.9642,8.9798,8.9939,9.0068,9.0185,9.0292,9.0391,9.0482,9.0566,9.0645,9.0718,9.0786,9.27615048,-3.48595637,-619.1520595,619.2435229,1.14848855,1.14521361
1987-06-03,7.185,7.6961,7.9564,8.1358,8.2808,8.403,8.506,8.5922,8.6641,8.7242,8.7746,8.8173,8.8537,8.8851,8.9124,8.9363,8.9574,8.9761,8.9929,9.008,9.0217,9.0341,9.0455,9.0559,9.0655,9.0743,9.0825,9.0901,9.0971,9.1037,9.29519857,-3.43688104,-619.1251637,619.2705345,1.19170997,1.18876944
1987-06-02,7.2083,7.7338,8.0013,8.1858,8.3352,8.4614,8.5681,8.6576,8.7324,8.7949,8.8475,8.892,8.9299,8.9627,8.9911,9.0161,9.0381,9.0577,9.0752,9.091,9.1052,9.1182,9.13,9.1409,9.1509,9.1601,9.1687,9.1766,9.184,9.1909,9.39066248,-3.54380812,-619.1287208,619.2669414,1.19985181,1.19677081
1987-06-01,7.1349,7.5958,7.8096,7.9578,8.0852,8.1991,8.2994,8.3859,8.4595,8.5217,8.5744,8.6193,8.6577,8.6908,8.7197,8.745,8.7673,8.7872,8.805,8.821,8.8354,8.8486,8.8606,8.8717,8.8818,8.8912,8.8998,8.9079,8.9154,8.9224,9.12517409,-3.313295,-619.089647,619.3060053,1.22634562,1.22265375
1987-05-29,7.1744,7.6402,7.8522,7.9955,8.1184,8.2294,8.3282,8.4143,8.4882,8.5512,8.6047,8.6504,8.6897,8.7236,8.7531,8.779,8.8019,8.8223,8.8405,8.8569,8.8718,8.8853,8.8976,8.9089,8.9193,8.9289,8.9378,8.946,8.9537,8.9609,9.16885517,-3.31905872,-619.0585631,619.3372503,1.2609495,1.25706647
1987-05-28,7.2519,7.7272,7.9464,8.0918,8.2135,8.3221,8.4184,8.5024,8.5745,8.636,8.6885,8.7333,8.7717,8.805,8.834,8.8595,8.882,8.902,8.9199,8.936,8.9506,8.9639,8.976,8.9871,8.9973,9.0068,9.0155,9.0236,9.0312,9.0382,9.24259355,-3.29710719,-619.0349354,619.3609959,1.28088862,1.27713372
1987-05-27,7.2658,7.7419,7.9703,8.1188,8.239,8.3441,8.4366,8.5173,8.5868,8.6463,8.6972,8.7408,8.7784,8.8109,8.8393,8.8642,8.8863,8.9059,8.9235,8.9393,8.9536,8.9666,8.9785,8.9894,8.9994,9.0087,9.0172,9.0252,9.0326,9.0395,9.23998996,-3.19407659,-619.0439679,619.3518941,1.33173934,1.3282347
1987-05-26,7.2506,7.7281,7.9452,8.0825,8.1941,8.2933,8.3819,8.46,8.5278,8.5861,8.6361,8.6791,8.7161,8.7483,8.7763,8.8009,8.8227,8.842,8.8594,8.875,8.8892,8.902,8.9138,8.9245,8.9344,8.9436,8.952,8.9599,8.9672,8.974,9.17204964,-3.19494195,-618.9591502,619.4371253,1.33177418,1.32802521
1987-05-22,7.3656,7.8933,8.1424,8.3018,8.4301,8.5424,8.6418,8.7287,8.8039,8.8685,8.9239,8.9713,9.0123,9.0478,9.0787,9.1059,9.13,9.1514,9.1706,9.1879,9.2035,9.2177,9.2307,9.2426,9.2535,9.2636,9.273,9.2817,9.2898,9.2973,9.51616189,-3.50920228,-618.9828277,619.4130231,1.34164631,1.33771522
1987-05-21,7.4048,7.9451,8.2126,8.382,8.5129,8.6236,8.7197,8.8029,8.8746,8.9361,8.9888,9.0341,9.0732,9.1071,9.1368,9.1628,9.1858,9.2063,9.2247,9.2412,9.2562,9.2698,9.2822,9.2936,9.3041,9.3138,9.3227,9.3311,9.3388,9.346,9.55564535,-3.4444566,-618.967712,619.4282188,1.38054116,1.37703922
1987-05-20,7.4043,7.9636,8.2446,8.4241,8.5617,8.676,8.7732,8.856,8.9264,8.9861,9.0369,9.0803,9.1176,9.1498,9.1779,9.2026,9.2244,9.2438,9.2612,9.2768,9.291,9.3039,9.3156,9.3264,9.3363,9.3454,9.3539,9.3618,9.3691,9.3759,9.5741867,-3.50695441,-618.9538681,619.4421356,1.32677156,1.32363635
1987-05-19,7.3292,7.8892,8.1776,8.3674,8.5151,8.6384,8.7429,8.8315,8.9065,8.9699,9.0236,9.0694,9.1087,9.1427,9.1722,9.1982,9.2211,9.2415,9.2598,9.2762,9.2911,9.3047,9.317,9.3283,9.3388,9.3484,9.3573,9.3655,9.3732,9.3804,9.58880815,-3.59141878,-619.0515712,619.3439592,1.3067602,1.30362725
1987-05-18,7.296,7.8374,8.0991,8.2659,8.3943,8.5009,8.5907,8.6663,8.7298,8.7832,8.8281,8.8663,8.899,8.9271,8.9516,8.9731,8.9921,9.009,9.0241,9.0377,9.05,9.0612,9.0714,9.0807,9.0894,9.0973,9.1047,9.1115,9.1179,9.1238,9.29606128,-3.38485903,-618.8882998,619.5075349,1.23403305,1.23120057
1987-05-15,7.2259,7.8153,8.0943,8.2824,8.4287,8.5456,8.639,8.7137,8.7739,8.823,8.8635,8.8975,8.9262,8.9509,8.9723,8.9911,9.0076,9.0223,9.0355,9.0473,9.058,9.0678,9.0766,9.0848,9.0923,9.0992,9.1056,9.1116,9.1171,9.1223,9.27220154,-3.85751301,-618.807982,619.5879971,0.9728919,0.97046483
1987-05-14,7.0488,7.582,7.8473,8.0472,8.2096,8.3396,8.4423,8.5234,8.5881,8.6405,8.6837,8.7197,8.7502,8.7764,8.7991,8.8189,8.8364,8.852,8.8659,8.8784,8.8898,8.9001,8.9095,8.9181,8.9261,8.9334,8.9402,8.9465,8.9523,8.9578,9.11660137,-3.985671,-618.9377514,619.4577941,0.88104031,0.87827994
1987-05-13,7.0599,7.5826,7.8415,8.0375,8.1975,8.3259,8.4275,8.5078,8.5719,8.6238,8.6665,8.7022,8.7324,8.7583,8.7808,8.8005,8.8178,8.8332,8.847,8.8594,8.8707,8.8809,8.8902,8.8988,8.9066,8.9139,8.9206,8.9268,8.9327,8.9381,9.09536195,-3.93793212,-618.931403,619.4641665,0.88143901,0.87866705
1987-05-12,7.0595,7.5909,7.8541,8.0498,8.2088,8.3365,8.4379,8.5183,8.5826,8.6348,8.6778,8.7137,8.7441,8.7702,8.7928,8.8126,8.83,8.8456,8.8595,8.872,8.8833,8.8935,8.9029,8.9115,8.9195,8.9268,8.9335,8.9398,8.9457,8.9511,9.10944514,-3.89446493,-618.9527231,619.4427628,0.90273053,0.90002398
1987-05-11,7.0358,7.5572,7.8484,8.0676,8.2337,8.3578,8.4511,8.5226,8.5787,8.6238,8.6606,8.6914,8.7174,8.7397,8.759,8.7759,8.7908,8.8041,8.816,8.8267,8.8363,8.8451,8.8531,8.8605,8.8672,8.8735,8.8793,8.8846,8.8896,8.8943,9.02958383,-4.03664043,-619.031643,619.3635394,0.72946037,0.72727089
1987-05-08,7.0244,7.4876,7.7251,7.9158,8.0761,8.2062,8.3096,8.3915,8.4568,8.5098,8.5534,8.5898,8.6206,8.6471,8.67,8.69,8.7077,8.7235,8.7375,8.7502,8.7617,8.7721,8.7816,8.7903,8.7983,8.8058,8.8126,8.819,8.8249,8.8304,8.99089683,-3.74860531,-619.0372142,619.3579155,0.87666867,0.87374862
1987-05-07,7.0385,7.5288,7.7853,7.9751,8.1282,8.2515,8.35,8.4285,8.4916,8.5429,8.5852,8.6206,8.6506,8.6763,8.6986,8.7182,8.7354,8.7507,8.7644,8.7768,8.7879,8.7981,8.8073,8.8158,8.8236,8.8308,8.8375,8.8437,8.8495,8.8549,9.01113799,-3.48597197,-619.1420876,619.2526273,0.94943761,0.94704308
1987-05-06,7.0457,7.5333,7.8036,8.0081,8.1748,8.31,8.4185,8.5055,8.5756,8.6327,8.6799,8.7195,8.753,8.7817,8.8067,8.8285,8.8478,8.8649,8.8802,8.894,8.9065,8.9178,8.9281,8.9376,8.9464,8.9544,8.9619,8.9688,8.9753,8.9813,9.15591498,-3.51481284,-619.3205664,619.0735775,0.98165885,0.9791619
1987-05-05,7.0399,7.4985,7.7472,7.9411,8.104,8.2387,8.3481,8.4363,8.5076,8.5659,8.6141,8.6545,8.6887,8.7181,8.7436,8.7659,8.7856,8.8031,8.8187,8.8328,8.8456,8.8571,8.8677,8.8774,8.8863,8.8946,8.9022,8.9093,8.9159,8.922,9.10048751,-3.48024057,-619.297531,619.0966879,0.98515574,0.98236619
1987-05-04,7.0255,7.5113,7.77,7.9734,8.1432,8.2818,8.3927,8.4811,8.5521,8.6097,8.6572,8.697,8.7306,8.7595,8.7846,8.8065,8.8258,8.843,8.8584,8.8722,8.8847,8.8961,8.9065,8.916,8.9248,8.9329,8.9404,8.9473,8.9538,8.9599,9.13517996,-3.75820491,-619.1928326,619.2017836,0.92389496,0.92099532
1987-05-01,6.9466,7.3905,7.6344,7.8412,8.0165,8.158,8.2695,8.3574,8.4273,8.4838,8.5302,8.569,8.6018,8.6299,8.6543,8.6757,8.6945,8.7113,8.7262,8.7397,8.7519,8.763,8.7731,8.7824,8.7909,8.7988,8.8061,8.8129,8.8192,8.8251,8.99586122,-3.87508753,-619.1372361,619.257586,0.84575424,0.84260971
1987-04-30,6.9239,7.3362,7.5338,7.7036,7.862,8.0018,8.1197,8.2169,8.2966,8.3621,8.4165,8.4622,8.5009,8.5342,8.5631,8.5884,8.6107,8.6305,8.6482,8.6642,8.6786,8.6918,8.7037,8.7147,8.7248,8.7342,8.7428,8.7508,8.7583,8.7653,8.96751259,-3.64106296,-619.1796016,619.2150643,1.00481137,1.00086502
1987-04-29,6.9469,7.3843,7.6058,7.7935,7.9639,8.1116,8.2348,8.3357,8.418,8.4855,8.5415,8.5884,8.6283,8.6625,8.6922,8.7181,8.741,8.7614,8.7796,8.7961,8.8109,8.8244,8.8367,8.848,8.8584,8.868,8.8769,8.8851,8.8928,8.9,9.10775839,-3.76723388,-619.2528593,619.1414159,0.9958126,0.99198195
1987-04-28,6.9613,7.3815,7.5828,7.7584,7.9233,8.0692,8.1923,8.2937,8.3768,8.4451,8.5017,8.5493,8.5897,8.6244,8.6545,8.6808,8.704,8.7247,8.7432,8.7598,8.7749,8.7885,8.801,8.8125,8.823,8.8327,8.8417,8.8501,8.8579,8.8652,9.07584147,-3.77568647,-619.1851933,619.2094311,1.00041105,0.99626425
1987-04-27,6.9547,7.4345,7.6573,7.829,7.9871,8.1315,8.2585,8.367,8.4584,8.5352,8.5998,8.6545,8.7011,8.7413,8.7763,8.8069,8.8339,8.8579,8.8795,8.8988,8.9163,8.9323,8.9468,8.9601,8.9724,8.9837,8.9942,9.0039,9.013,9.0214,9.26663922,-3.85687202,-619.2265862,619.167802,1.15605176,1.15148136
1987-04-24,6.899,7.4071,7.6765,7.8848,8.065,8.2202,8.3508,8.4592,8.5487,8.6228,8.6846,8.7367,8.781,8.8191,8.8521,8.8811,8.9067,8.9294,8.9497,8.968,8.9846,8.9996,9.0134,9.026,9.0375,9.0482,9.0581,9.0673,9.0759,9.0839,9.31568879,-3.89232644,-619.3759198,619.0176652,1.10139195,1.09772134
1987-04-23,6.7803,7.2761,7.5628,7.7786,7.9574,8.1076,8.2328,8.3364,8.4221,8.4932,8.5527,8.6028,8.6456,8.6823,8.7143,8.7422,8.7669,8.7889,8.8085,8.8262,8.8422,8.8568,8.87,8.8822,8.8934,8.9038,8.9133,8.9222,8.9305,8.9382,9.16223652,-3.58286014,-619.5126454,618.880387,1.16645189,1.1635375
1987-04-22,6.711,7.1706,7.4503,7.6506,7.8123,7.9511,8.0729,8.1802,8.2744,8.3569,8.4289,8.4918,8.5469,8.5951,8.6376,8.6752,8.7086,8.7385,8.7653,8.7894,8.8113,8.8312,8.8494,8.8661,8.8814,8.8956,8.9087,8.9209,8.9323,8.9429,9.24995825,-3.41638391,-619.5534735,618.839075,1.66818623,1.66443353
1987-04-21,6.6831,7.1205,7.4019,7.6074,7.7723,7.9121,8.0333,8.1394,8.2324,8.3137,8.385,8.4473,8.502,8.5501,8.5925,8.6301,8.6636,8.6936,8.7205,8.7447,8.7667,8.7868,8.8051,8.8219,8.8373,8.8516,8.8648,8.877,8.8885,8.8991,9.20828014,-3.2956857,-619.5900719,618.8021248,1.76793911,1.76461797
1987-04-20,6.6288,7.0765,7.3779,7.5993,7.7732,7.9157,8.0355,8.1374,8.2248,8.3001,8.3652,8.4218,8.4711,8.5142,8.5522,8.5858,8.6157,8.6424,8.6664,8.688,8.7076,8.7254,8.7417,8.7566,8.7704,8.7831,8.7948,8.8057,8.8159,8.8254,9.10054485,-3.20252791,-619.5028992,618.889809,1.78816846,1.78585554
1987-04-16,6.5567,6.9352,7.2124,7.4296,7.6072,7.756,7.8825,7.9906,8.0835,8.1636,8.2328,8.2929,8.3452,8.391,8.4313,8.467,8.4987,8.527,8.5525,8.5754,8.5962,8.6151,8.6324,8.6483,8.6629,8.6763,8.6888,8.7004,8.7112,8.7213,9.01330951,-3.02005765,-619.750033,618.6419931,1.83041723,1.82846889
1987-04-15,6.7089,7.0568,7.3205,7.5303,7.7023,7.846,7.9673,8.0703,8.1583,8.2336,8.2985,8.3547,8.4035,8.4461,8.4836,8.5167,8.5461,8.5724,8.5959,8.6172,8.6365,8.654,8.6701,8.6847,8.6983,8.7108,8.7223,8.7331,8.7431,8.7524,9.02302607,-2.80529536,-619.7456947,618.6464513,1.84722111,1.84575576
1987-04-14,6.8093,7.1777,7.451,7.6637,7.8349,7.9756,8.0929,8.1917,8.2754,8.3468,8.4081,8.461,8.5069,8.5469,8.5821,8.6131,8.6407,8.6653,8.6874,8.7074,8.7254,8.7418,8.7568,8.7706,8.7833,8.795,8.8058,8.8159,8.8252,8.834,9.08742137,-2.80665535,-619.6317964,618.7607391,1.84695609,1.84564503
1987-04-13,6.6461,7.049,7.321,7.5216,7.6803,7.8115,7.9228,8.0184,8.1011,8.1728,8.2353,8.2898,8.3375,8.3795,8.4165,8.4493,8.4786,8.5047,8.5282,8.5494,8.5687,8.5862,8.6022,8.6168,8.6304,8.6428,8.6544,8.6651,8.6751,8.6844,8.95481716,-2.96481601,-619.5099744,618.8831952,1.84706131,1.84467286
1987-04-10,6.5273,6.9283,7.1931,7.3913,7.5526,7.6895,7.8077,7.9101,7.999,8.0761,8.143,8.2011,8.2518,8.2961,8.3351,8.3695,8.4001,8.4275,8.452,8.4741,8.4941,8.5123,8.5289,8.5442,8.5582,8.5712,8.5832,8.5943,8.6047,8.6144,8.8953196,-3.065697,-619.6495519,618.7430243,1.68905527,1.68627884
1987-04-09,6.3149,6.6963,6.957,7.1608,7.333,7.483,7.6148,7.7303,7.8312,7.9191,7.9957,8.0623,8.1204,8.1714,8.2162,8.2558,8.291,8.3224,8.3506,8.376,8.3991,8.42,8.4392,8.4567,8.4729,8.4878,8.5016,8.5145,8.5264,8.5375,8.86082362,-3.20176747,-619.877396,618.513913,1.69364301,1.6904639
1987-04-08,6.2481,6.5802,6.8151,7.0065,7.1736,7.3226,7.4554,7.5728,7.676,7.7662,7.8448,7.9135,7.9734,8.0259,8.0722,8.113,8.1493,8.1818,8.2109,8.2372,8.2609,8.2826,8.3023,8.3205,8.3372,8.3526,8.3668,8.3801,8.3924,8.4039,8.73764605,-3.05560166,-620.0230611,618.3676737,1.69417605,1.69089118
1987-04-07,6.2455,6.5808,6.8192,7.0131,7.1817,7.3314,7.4643,7.5816,7.6845,7.7743,7.8525,7.9207,7.9803,8.0325,8.0784,8.119,8.155,8.1872,8.2161,8.2422,8.2658,8.2873,8.3069,8.3249,8.3414,8.3567,8.3709,8.384,8.3963,8.4077,8.73897255,-3.05875397,-620.0150842,618.3756936,1.69540656,1.69221557
1987-04-06,6.2467,6.5527,6.7663,6.944,7.1038,7.2498,7.3822,7.5007,7.6055,7.6976,7.7781,7.8485,7.91,7.964,8.0114,8.0534,8.0907,8.124,8.1539,8.1809,8.2053,8.2275,8.2478,8.2665,8.2836,8.2994,8.314,8.3276,8.3403,8.3521,8.69477802,-2.99982572,-620.0916191,618.2988193,1.66910304,1.66541454
1987-04-03,6.2658,6.5924,6.8163,6.9981,7.1586,7.3039,7.4351,7.5526,7.6567,7.7483,7.8285,7.8988,7.9604,8.0144,8.062,8.1042,8.1417,8.1751,8.2052,8.2323,8.2569,8.2793,8.2997,8.3184,8.3357,8.3516,8.3663,8.38,8.3927,8.4046,8.74951183,-3.06893653,-620.02711,618.3636944,1.70093262,1.69721754
1987-04-02,6.3062,6.6142,6.8285,7.003,7.1575,7.2982,7.4267,7.5429,7.6471,7.7398,7.8219,7.8943,7.9582,8.0147,8.0647,8.1091,8.1487,8.1841,8.216,8.2448,8.2709,8.2947,8.3164,8.3363,8.3547,8.3716,8.3873,8.4019,8.4155,8.4281,8.79534021,-3.02132015,-620.0582922,618.3321434,1.81450303,1.81061771
1987-04-01,6.3122,6.6066,6.8236,7.0037,7.1621,7.3044,7.4323,7.5465,7.648,7.7375,7.8164,7.8858,7.9468,8.0006,8.0482,8.0905,8.1281,8.1618,8.1921,8.2194,8.2442,8.2668,8.2875,8.3064,8.3238,8.3399,8.3548,8.3686,8.3815,8.3935,8.7422795,-2.89857529,-620.0608964,618.329571,1.83266447,1.82946659
1987-03-31,6.2574,6.5257,6.7329,6.9106,7.0702,7.2153,7.3466,7.4647,7.5699,7.6632,7.7456,7.8183,7.8823,7.9389,7.9891,8.0336,8.0734,8.109,8.141,8.1699,8.1961,8.22,8.2419,8.2619,8.2804,8.2974,8.3132,8.3278,8.3415,8.3542,8.72347713,-2.87316686,-620.1772879,618.2123743,1.87944788,1.87623626
1987-03-30,6.2998,6.569,6.7738,6.9478,7.1041,7.2469,7.3774,7.4957,7.6023,7.6975,7.7823,7.8576,7.9244,7.9836,8.0363,8.0833,8.1253,8.1631,8.197,8.2278,8.2556,8.2811,8.3043,8.3256,8.3453,8.3634,8.3802,8.3958,8.4104,8.4239,8.81734531,-2.9303865,-620.1823972,618.2069682,1.95794708,1.95439249
1987-03-27,6.1911,6.422,6.6073,6.7708,6.9209,7.0595,7.1867,7.3024,7.4066,7.4998,7.5827,7.6564,7.7218,7.7798,7.8314,7.8774,7.9185,7.9554,7.9887,8.0188,8.0461,8.071,8.0938,8.1147,8.1339,8.1517,8.1681,8.1834,8.1977,8.2109,8.59635971,-2.74041751,-620.2403522,618.1486217,1.97580055,1.97254066
1987-03-26,6.1595,6.3725,6.5468,6.7032,6.8482,6.9831,7.1076,7.221,7.3235,7.4152,7.497,7.5697,7.6342,7.6915,7.7425,7.7879,7.8286,7.8651,7.898,7.9278,7.9548,7.9794,8.0019,8.0226,8.0417,8.0592,8.0755,8.0906,8.1047,8.1179,8.49919366,-2.64419175,-620.2570655,618.1318465,1.98405524,1.98085666
1987-03-25,6.1595,6.3982,6.5793,6.7352,6.8781,7.0112,7.1348,7.2484,7.3517,7.4449,7.5283,7.6028,7.6692,7.7283,7.7809,7.828,7.8701,7.908,7.9421,7.973,8.0011,8.0266,8.05,8.0715,8.0913,8.1096,8.1265,8.1422,8.1568,8.1705,8.56674301,-2.78162633,-620.2083498,618.1810246,1.98460955,1.98081765
1987-03-24,6.1392,6.3671,6.5544,6.7208,6.873,7.013,7.1408,7.2565,7.3605,7.4533,7.5357,7.6089,7.6737,7.7313,7.7825,7.8281,7.8689,7.9055,7.9385,7.9683,7.9954,8.0201,8.0427,8.0634,8.0825,8.1001,8.1165,8.1316,8.1458,8.1589,8.54130301,-2.71971837,-620.2399341,618.1492137,1.99682494,1.99380708
1987-03-23,6.1031,6.3429,6.533,6.6995,6.8514,6.9912,7.119,7.2347,7.3386,7.4312,7.5134,7.5861,7.6505,7.7075,7.7581,7.8032,7.8434,7.8795,7.912,7.9414,7.9681,7.9924,8.0146,8.035,8.0537,8.071,8.0871,8.102,8.1159,8.1288,8.5044801,-2.75625106,-620.2185678,618.1709826,1.93046687,1.9272372
1987-03-20,6.0706,6.3147,6.507,6.6744,6.8264,6.9656,7.0927,7.2076,7.3107,7.4026,7.4841,7.5563,7.6202,7.6768,7.727,7.7717,7.8117,7.8476,7.8798,7.909,7.9355,7.9596,7.9817,8.0019,8.0205,8.0377,8.0537,8.0685,8.0823,8.0951,8.46831915,-2.75894423,-620.1947325,618.1949208,1.93789431,1.93470191
1987-03-19,6.0786,6.317,6.5077,6.6743,6.8253,6.9633,7.0888,7.202,7.3034,7.3937,7.4737,7.5445,7.6072,7.6627,7.712,7.7558,7.795,7.8302,7.8619,7.8905,7.9165,7.9401,7.9618,7.9816,7.9999,8.0168,8.0324,8.0469,8.0605,8.0731,8.43923703,-2.70451198,-620.1807186,618.2089636,1.95245231,1.94945298
1987-03-18,6.0957,6.3275,6.5137,6.6774,6.8266,6.9636,7.0887,7.2019,7.3034,7.394,7.4744,7.5457,7.6088,7.6648,7.7145,7.7587,7.7983,7.8338,7.8658,7.8947,7.9209,7.9448,7.9667,7.9868,8.0052,8.0223,8.0381,8.0528,8.0664,8.0792,8.44918065,-2.68771294,-620.1988283,618.1907503,1.96102979,1.95797059
1987-03-17,6.1205,6.3375,6.5153,6.6744,6.8215,6.9576,7.0827,7.1964,7.2986,7.39,7.4712,7.5433,7.6072,7.6638,7.7142,7.759,7.7992,7.8351,7.8676,7.8969,7.9235,7.9477,7.9699,7.9903,8.009,8.0263,8.0423,8.0572,8.0711,8.084,8.45930321,-2.64756356,-620.2461693,618.1430121,1.96649023,1.96338968
1987-03-16,6.1214,6.338,6.5189,6.6815,6.8315,6.9697,7.0961,7.2104,7.3129,7.4042,7.4853,7.557,7.6205,7.6768,7.7268,7.7713,7.811,7.8467,7.8788,7.9079,7.9342,7.9583,7.9802,8.0004,8.019,8.0361,8.052,8.0667,8.0804,8.0933,8.46501033,-2.6417145,-620.2501984,618.1389363,1.96838859,1.96548183
1987-03-13,6.1192,6.3244,6.5004,6.6615,6.8114,6.9501,7.0769,7.1914,7.294,7.3851,7.4658,7.5371,7.6001,7.6558,7.7052,7.7492,7.7884,7.8236,7.8553,7.884,7.9099,7.9336,7.9552,7.9751,7.9934,8.0102,8.0259,8.0404,8.0539,8.0665,8.43255108,-2.58857558,-620.2832705,618.1057679,1.94076878,1.93796886
